1326652772154887, 1.25836
1326652772173749, 1.25823
1326652773153586, 1.25872
1326652774104398, 1.25179
1326652774134540, 1.25179
1326652774154909, 1.25179
1326652775144858, 1.26209
1326652775173698, 1.26203
1326652776092839, 1.26109
1326652776133084, 1.26163
1326652777184877, 1.26106
1326652777204571, 1.26123
1326652778164827, 1.25553
1326652778185650, 1.25541
1326652778203215, 1.25531
1326652779183341, 1.25621
1326652779204933, 1.25611
1326652780173622, 1.24751
1326652780203555, 1.24761
1326652780232759, 1.24770
1326652781153298, 1.24867
1326652782193825, 1.25425
1326652782204024, 1.25427
1326652783053532, 1.25204
1326652783204767, 1.25061
1326652784053145, 1.25411
1326652785054703, 1.25449
1326652785092790, 1.25447
1326652785212822, 1.25264
1326652786093510, 1.25276
1326652786122926, 1.25294
1326652786153146, 1.25314
1326652787193243, 1.25320
1326652787203738, 1.25305
1326652788053270, 1.25610
1326652788202944, 1.25859
1326652789055162, 1.25587
1326652789204452, 1.25294
1326652790053411, 1.25337
1326652790183362, 1.25102
1326652790213078, 1.25092
1326652790243213, 1.25081
1326652791134519, 1.25934
1326652791162919, 1.25934
1326652791196634, 1.25933
1326652792205360, 1.25338
1326652792205947, 1.25338
1326652793053111, 1.25421
1326652793205168, 1.25336
1326652794054217, 1.25620
1326652794183123, 1.25976
1326652794203301, 1.25980
1326652795053184, 1.25536
1326652795194092, 1.25098
1326652795223932, 1.25112
1326652795253287, 1.25126
1326652796123659, 1.25376
1326652796152794, 1.25357
1326652796182691, 1.25320
1326652797183808, 1.25893
1326652797203386, 1.25893
1326652798053603, 1.25703
1326652798183470, 1.25526
1326652798205012, 1.25521
1326652799056227, 1.25823
1326652799185186, 1.26261
1326652799204945, 1.26257
1326652800052753, 1.26157
1326652800205378, 1.25504
1326652800205650, 1.25504
1326652800233539, 1.25505
1326652801153421, 1.25116
1326652801183305, 1.25078
1326652802183682, 1.25179
1326652802203139, 1.25179
1326652803053810, 1.24959
1326652803195168, 1.25649
1326652803195371, 1.25649
1326652803212650, 1.25673
1326652804202864, 1.25222
1326652805054746, 1.25489
1326652805213918, 1.25524
1326652806093541, 1.25826
1326652806124717, 1.25826
1326652806154855, 1.25827
1326652807193504, 1.26012
1326652807194459, 1.26012
1326652807205618, 1.26005
1326652808182916, 1.25966
1326652808203347, 1.25992
1326652809153801, 1.25001
1326652809183334, 1.25000
1326652809204420, 1.24999
1326652810153714, 1.25339
1326652810185372, 1.25320
1326652810215767, 1.25302
1326652811094871, 1.24701
1326652811124236, 1.24590
1326652811153119, 1.24497
1326652812183541, 1.08691
1326652812205036, 1.08435
1326652813055126, 0.93197
1326652813183251, 0.93548
1326652813203672, 0.93239
1326652814054976, 1.09785
1326652814184392, 1.01359
1326652814204423, 1.02708
1326652815053008, 2.13467
1326652815195015, 1.52201
1326652815224059, 1.56052
1326652815253495, 1.59869
1326652816173753, 1.49722
1326652816203319, 1.52320
1326652817203542, 1.33739
1326652818052998, 2.21952
1326652818185460, 1.28786
1326652818203951, 1.30726
1326652819054996, 2.39997
1326652819193165, 1.37645
1326652819203957, 1.38830
1326652820053615, 2.46386
1326652820233093, 1.37765
1326652820263306, 1.41194
1326652821153612, 1.22171
1326652821183537, 1.25339
1326652822183433, 1.18472
1326652822203931, 1.20400
1326652823054112, 2.17034
1326652823183773, 1.19625
1326652823203745, 1.21684
1326652824052972, 2.24788
1326652824183739, 1.35120
1326652824213878, 1.37983
1326652825053440, 2.32579
1326652825183344, 1.31915
1326652825212986, 1.34783
1326652825242626, 1.37826
1326652826123432, 1.27026
1326652826153128, 1.29675
1326652826183153, 1.32490
1326652827194543, 1.33023
1326652827194659, 1.33023
1326652827204694, 1.35012
1326652828192906, 1.40558
1326652828214799, 1.42581
1326652829153554, 1.53497
1326652829182614, 1.56051
1326652829202656, 1.57758
1326652830153195, 1.60333
1326652830183026, 1.62854
1326652830213299, 1.65466
1326652831093009, 1.54180
1326652831123152, 1.56464
1326652831153052, 1.58773
1326652832203469, 1.61282
1326652832204038, 1.61282
1326652832213610, 1.62064
1326652833183310, 1.56301
1326652833202994, 1.57542
1326652834153480, 1.53265
1326652834183390, 1.54967
1326652834213635, 1.56869
1326652835163459, 1.52584
1326652835193138, 1.53359
1326652835222990, 1.54125
1326652836144519, 1.45407
1326652836173107, 1.45658
1326652837213256, 1.39342
1326652838053401, 1.89711
1326652838183072, 1.34723
1326652838203584, 1.35279
1326652839055194, 2.02888
1326652839194541, 1.29662
1326652839213792, 1.30426
1326652840053749, 1.96173
1326652840204571, 1.19047
1326652840204804, 1.19047
1326652840233865, 1.19711
1326652841153501, 1.10324
1326652841183499, 1.10140
1326652842183251, 1.03180
1326652842213307, 1.02897
1326652843055215, 1.53286
1326652843193815, 0.81297
1326652843193995, 0.81297
1326652843213441, 0.80776
1326652844204725, 0.54097
1326652844205203, 0.54097
1326652845194023, 0.41183
1326652845214766, 0.38462
1326652846104005, 0.46688
1326652846133197, 0.44045
1326652846163061, 0.41475
1326652847194364, 0.47522
1326652847194699, 0.47522
1326652848203139, 0.36891
1326652848213487, 0.35519
1326652849183452, 0.39438
1326652849213166, 0.36214
1326652850163221, 0.40313
1326652850193121, 0.36350
1326652850223479, 0.32600
1326652851093326, 0.48542
1326652851129794, 0.43554
1326652851152626, 0.40547
1326652852203325, 0.20647
1326652852203795, 0.20647
1326652852212718, 0.19376
1326652853182933, 0.47015
1326652853204122, 0.46162
1326652854153531, 1.12661
1326652854182812, 1.13049
1326652854213351, 1.13527
1326652855163545, 1.75387
1326652855192958, 1.75445
1326652855223692, 1.75494
1326652856103358, 2.08783
1326652856144509, 2.08864
1326652856173139, 2.08937
1326652857212639, 2.53519
1326652858053295, 3.39425
1326652858183300, 3.07346
1326652858205332, 3.09235
1326652859053584, 3.87732
1326652859183533, 3.04234
1326652859215840, 3.06564
1326652860053985, 3.76064
1326652860206912, 2.80168
1326652860207140, 2.80168
1326652860233077, 2.82508
1326652861153428, 2.80881
1326652861183419, 2.83901
1326652862193715, 2.93383
1326652862214139, 2.95261
1326652863053753, 3.79304
1326652863183712, 2.68010
1326652863204924, 2.69976
1326652864053492, 3.47276
1326652864203526, 2.46230
1326652864203875, 2.46230
1326652864214926, 2.47010
1326652865194499, 2.44131
1326652865223526, 2.46915
1326652866103509, 2.43667
1326652866124795, 2.45809
1326652866153273, 2.48728
1326652867194783, 2.60427
1326652867195046, 2.60427
1326652867203637, 2.61094
1326652868203183, 2.58584
1326652868214257, 2.59687
1326652869183409, 2.54726
1326652870124613, 2.42913
1326652870152936, 2.45898
1326652870185264, 2.49471
1326652871053808, 2.31642
1326652871093208, 2.35974
1326652871123257, 2.39351
1326652872173224, 2.54274
1326652872203073, 2.57975
1326652873055051, 3.70709
1326652873203147, 2.66139
1326652874053176, 3.72765
1326652874183141, 2.54089
1326652874204122, 2.56471
1326652875054980, 3.61425
1326652875193455, 2.47546
1326652875194288, 2.47754
1326652875222947, 2.51154
1326652876172990, 2.46834
1326652876213062, 2.52578
1326652877203950, 2.47320
1326652878153430, 2.51502
1326652878183971, 2.55530
1326652878214895, 2.59355
1326652879163412, 2.67158
1326652879192584, 2.71113
1326652879203108, 2.72479
1326652880203211, 2.66582
1326652880233113, 2.70308
1326652881153463, 2.50505
1326652881183055, 2.54246
1326652882183897, 2.47841
1326652882203129, 2.50301
1326652883055314, 3.57175
1326652883193853, 2.43124
1326652883194072, 2.43124
1326652883203366, 2.44375
1326652884204709, 2.42519
1326652884214724, 2.43759
1326652885183306, 2.39664
1326652885212877, 2.43371
1326652886093908, 2.29546
1326652886123025, 2.33254
1326652886152786, 2.36974
1326652887193806, 2.43679
1326652887194417, 2.43679
1326652887203530, 2.44908
1326652888205306, 2.41077
1326652889053189, 3.55355
1326652889203120, 2.42419
1326652890053046, 3.60829
1326652890193535, 2.42939
1326652890223021, 2.47104
1326652890253432, 2.51208
1326652891133416, 2.35627
1326652891162586, 2.39447
1326652891194216, 2.43656
1326652893054869, 3.32314
1326652893093353, 3.37728
1326652893203382, 2.29401
1326652894052915, 3.41210
1326652894183783, 2.36564
1326652894213369, 2.41331
1326652895053442, 3.67843
1326652895195950, 2.55723
1326652895196134, 2.55723
1326652895223043, 2.60005
1326652896153653, 2.42249
1326652896173217, 2.44724
1326652898054192, 3.44089
1326652898183336, 2.27194
1326652898203237, 2.28836
1326652899055151, 2.42828
1326652899183329, 1.44128
1326652899203386, 1.43802
1326652900053595, 1.31461
1326652900183314, 0.97041
1326652900213178, 0.96859
1326652900245059, 0.96676
1326652901124446, 1.03081
1326652901153572, 1.03439
1326652901183722, 1.03786
1326652902184654, 1.00782
1326652902202892, 1.00709
1326652903055044, 1.49218
1326652903193478, 1.47565
1326652903214173, 1.50012
1326652904053639, 2.91705
1326652905053353, 3.80295
1326652905103266, 3.86823
1326652905213860, 2.62516
1326652906093406, 2.12172
1326652906124730, 2.14460
1326652906155684, 2.16790
1326652907183240, 1.98119
1326652907205882, 2.00955
1326652908053379, 3.21865
1326652908205512, 2.29913
1326652908205749, 2.29913
1326652909055254, 3.48753
1326652909203240, 2.36375
1326652910053432, 3.45690
1326652910183870, 2.18618
1326652910214722, 2.22237
1326652910243126, 2.26087
1326652911134265, 1.93469
1326652911163220, 1.97297
1326652911192808, 2.01137
1326652913095019, 3.29157
1326652913124605, 3.33255
1326652914053459, 3.30245
1326652914183968, 2.03792
1326652914203050, 2.06573
1326652915054867, 3.09224
1326652915184692, 1.79165
1326652915214935, 1.82484
1326652915243743, 1.85826
1326652916145102, 1.56944
1326652916172797, 1.60359
1326652916202861, 1.64175
1326652918053506, 3.04111
1326652918183849, 1.82547
1326652918214189, 1.86699
1326652919053271, 2.98977
1326652919183072, 1.70989
1326652919203401, 1.73731
1326652920054406, 2.85863
1326652920205240, 1.67155
1326652920233171, 1.71181
1326652920264703, 1.75316
1326652921153543, 1.66165
1326652921183038, 1.70384
1326652922183756, 1.70438
1326652922203121, 1.73262
1326652923054120, 2.92274
1326652923193613, 1.73407
1326652923212995, 1.76285
1326652924053349, 2.96692
1326652925053785, 3.00084
1326652925105540, 3.07274
1326652925213228, 1.80171
1326652925243782, 1.84416
1326652926134634, 1.70141
1326652926154847, 1.72872
1326652926184547, 1.77336
1326652927183744, 1.77990
1326652927204513, 1.80722
1326652928053439, 2.99129
1326652928204150, 1.78386
1326652928204401, 1.78386
1326652929054938, 2.98207
1326652929213499, 1.80220
1326652930163671, 1.69858
1326652930193327, 1.73881
1326652930225043, 1.78381
1326652931123789, 1.64120
1326652931152740, 1.67475
1326652931183830, 1.71694
1326652932183870, 1.71488
1326652932203988, 1.74388
1326652933054863, 2.91292
1326652933184429, 1.68579
1326652933205248, 1.71628
1326652934053177, 2.89182
1326652934194910, 1.71787
1326652934213907, 1.74639
1326652935053460, 2.93055
1326652935183561, 1.72216
1326652935213052, 1.76572
1326652935243635, 1.80699
1326652936153328, 1.68724
1326652936172940, 1.71376
1326652936204643, 1.75550
1326652938053569, 2.87271
1326652938193195, 1.68979
1326652938203111, 1.70540
1326652939054238, 2.83699
1326652939184299, 1.61199
1326652939204105, 1.63476
1326652940053776, 2.63346
1326652940203171, 1.51895
1326652940233767, 1.55449
1326652940253973, 1.58025
1326652941153602, 1.45560
1326652941183760, 1.49274
1326652942194467, 1.57870
1326652942204865, 1.59598
1326652943053220, 2.83430
1326652943183532, 1.63862
1326652943203272, 1.66676
1326652944053425, 2.81544
1326652944205364, 1.60591
1326652944205572, 1.60591
1326652945053413, 2.74481
1326652945213238, 1.55090
1326652945243795, 1.59219
1326652946134436, 1.42148
1326652946164656, 1.46469
1326652946193133, 1.50575
1326652947205449, 1.53357
1326652947205646, 1.53357
1326652948053096, 2.68503
1326652948214419, 1.49536
1326652949053657, 2.58710
1326652949204530, 1.40139
1326652950053345, 2.43540
1326652950194353, 1.21920
1326652950223508, 1.23830
1326652950253139, 1.25604
1326652951153828, 0.93763
