1326652770384952,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652770584294,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652770783384,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652770993365,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0
1326652771183347,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0
1326652771383922,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0
1326652771583162,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652771793479,3,0,0.738168116856549,-1.46098652835131,271.6,346.8,0.005
1326652771983450,3,0,0.738168116856549,-1.46098652835131,271.6,346.8,0
1326652772193154,3,0,0.738168116856549,-1.46098652835131,271.6,346.8,0
1326652772384915,3,0,0.738168116856549,-1.46098652835131,271.6,346.8,0.005
1326652772583277,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652772783490,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652772984888,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652773182863,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0
1326652773393548,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0
1326652773583253,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0
1326652773785442,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0
1326652773984742,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0
1326652774184831,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0
1326652774383516,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0.005
1326652774593062,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0.005
1326652774784734,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0.005
1326652774993553,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0.005
1326652775193826,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0.005
1326652775393070,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0.005
1326652775593206,3,0,0.738168116856549,-1.46098652835131,271.7,346.8,0.005
1326652775793269,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0.005
1326652775993161,3,0,0.738168116856549,-1.46098652543661,271.7,346.8,0
1326652776193320,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652776393565,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652776593023,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652776793052,3,0,0.738168116856549,-1.46098652543661,271.6,346.8,0.005
1326652776983429,3,0,0.738168113941849,-1.46098652543661,271.6,346.8,0.005
1326652777184519,3,0,0.738168113941849,-1.46098652543661,271.6,346.8,0.005
